Player;PlayerID;Jahr;Woche;GM;BasisGehalt;Garantien;Basis-Woche;Garantien-Woche;sonstiges;Vertragslaufzeit;Spot;CapRabatt;Vertragsende;;;;;;;
Teddy Bridgewater;2152;2021;3;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;4;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;5;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;6;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;7;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;8;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;9;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;10;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;11;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;12;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;13;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;14;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;15;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Teddy Bridgewater;2152;2021;16;Arneee;1157000 ;643500 ;72313 ;40219 ;0,00 ;16;Roster;;2022;;;;;;;
Van Jefferson;6853;2021;0;Arneee;5874000 ;2475000 ;;;0,00 ;;Roster;;2022;;;;;;;
Van Jefferson;6853;2021;1;Arneee;5874000 ;2475000 ;367125 ;154688 ;0,00 ;16;Roster;;2022;;;;;;;
Van Jefferson;6853;2021;2;Arneee;5874000 ;2475000 ;367125 ;154688 ;0,00 ;16;Roster;;2022;;;;;;;
Van Jefferson;6853;2021;3;Arneee;5874000 ;2475000 ;367125 ;154688 ;0,00 ;16;Roster;;2022;;;;;;;
Van Jefferson;6853;2021;4;Arneee;5874000 ;2475000 ;367125 ;154688 ;0,00 ;16;Roster;;2022;;;;;;;
Van Jefferson;6853;2021;5;Arneee;5874000 ;2475000 ;367125 ;154688 ;0,00 ;16;Roster;;2022;;;;;;;
